seq,ecological domination
"The assessments highlight the importance of: (a) incorporating water quality in the integrated planning for ecosystem restoration; (b) including pollution-reduction investments to ensure adequate water quality for sustainable ecosystem restoration and protection outcomes; and (c) strengthening water quality monitoring, especially in the areas affected by non-point sources.",0.8547637245871804
"Afforestation and reforestation, soil health improvement, conservation of natural habitats and ecosystems, and domestic wastewater treatment are all activities considered universally aligned with the Paris Agreement’s mitigation goals.",0.7958028966730292
"In addition, the Program intends to implement the following measures in the Program area: (a) incorporate climate mitigation and adaptation measures in integrated landscape plans for ecosystem restoration and protection and other documents, at both demonstration sub-basin and provincial levels; (b) increase carbon sequestration in forest management and wetland restoration; and (c) reduce fugitive methane emissions from polluted water bodies through reduced pollutant discharges.",0.8166639154607599
"Floods damage infrastructure and increase soil erosion and runoff of pollutants into rivers and lakes, while droughts reduce flows for ecosystem restoration, such as afforestation, wetland restoration, and other uses; they also increase conditions for pests, diseases, 18 Referred international best practices include: INCN (2020) Global Standard for Nature-based Solutions, Version 1.0; TNC (2021) Nature- based solutions in agriculture: The case and pathway for adoption; UNDP (2011) Community Based Adaptation to Climate Change Through Coastal Afforestation in Bangladesh (CBACC-CF Project); World Bank (2021) A Catalogue of Nature-Based Solutions for Urban Resilience.",0.13520943034778943
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) and fires.,0.7867855592207476
"The Program intends to implement the following measures in selected demonstration sub-basins in the YRB: (a) improve resilience to water pollution by reducing pollutant discharges, and improve resilience against climate-exacerbated natural disasters, e.g., floods and droughts, by incorporating climate-resilient designs in wastewater management facilities; (b) improve forest health and ecosystem vitality to enhance ecosystem resilience to heavy rain, hail, snow, wind, droughts and extreme temperatures, reduce the risks of forest fires and pest and disease breakouts; and (c) increase local flood mitigation capacity through river and wetland restoration as a nature-based solution which can act as a buffer zone to modulate flooding during the rainy season and runoff peaks.",0.8751172152432528
Climate change adaptation measures will be incorporated into integrated landscape planning processes for ecosystem restoration and protection and other policy documents at both the sub-basin and provincial levels.,0.8262299624356356
reducing sediments and increasing channel capacity and Ha).,0.3404276371002197
reservoir water storage; (c) lower non-point source pollutants (such as chemicals and pesticides) discharged into the river can lower water pollution risks that are most severe during climate-exacerbated drought events when there is less water in the river to dilute pollutants.,0.5765332308682528
"DLI2: Areas of Coastal wetland systems are restored Increase local flood mitigation capacity through wetland wetlands in through measures including invasive restoration, a nature-based solution which can act as a buffer priority river species management and seagrass bed zone, to modulate flooding during the rainy season and runoff basin locations restoration, which increase the blue peaks as well as enhance water supply to wildlife during restored (Ha), carbon sequestered by marine and prolonged dry seasons.",0.8441999608820135
"DLI3: Areas of The Intergovernmental Panel on Improve forest health and ecosystem vitality to enhance forests in priority Climate Change pointed out that ecosystem resilience to heavy rains, floods, and droughts and river basin deforestation is a direct cause of the against forest fires, pest and disease outbreaks under extreme locations restored increased presence of CO2 in the air temperatures, all of which are expected to worsen under (Ha), annual.",0.333498477935791
"DLI4: Length of The River’s natural shape and banks are River restoration contributes to mitigating flood and drought river channels in restored using native revegetation risks that are expected to be exacerbated under climate priority river species, which increases carbon sinks change, by supporting a river’s natural capacity to retain basin segments along the river system.",0.7767477902499113
"River channel rehabilitation reduces the likelihood of high water levels and at the same time improves the river’s  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) restored (km), natural functions.",0.8529909307306464
"DLI5: Number Carbon sequestration through natural Integrated landscape planning and technical guidelines for of technical ecosystem restoration is incorporated ecosystem restoration and protection developed at both the documents for into integrated landscape plans for watersheds and the provincial level will identify location- integrated ecosystem restoration and protection specific climate change-exacerbated risks, including floods landscape and other management documents to and droughts, and identify adaptation measures such as planning and meet climate change mitigation goals at promoting nature-based solutions to increase water storage decision making both the watershed and provincial and retention, river channel rehabilitation to increase channel for ecosystem levels.",0.858802622014826
"capacity, and soil erosion control to improve downstream restoration and reservoir water storage.",0.8582012870094993
"Implementation of the national YRB program is funded through a range of financial instruments at the provincial and local levels in accordance with the Responsibilities for Expenditures on Ecological and Environmental Protection, issued in May 2020.",0.861328818581321
"19 Funds required to finance investment activities for meeting the Program’s objectives are not directly linked to a specific and single government program budget, but come from various budget lines of a range of stakeholders which include, among others, the forestry, agricultural, environment and water departments.",0.8746617057106711
Program expenditures are anchored in the implementation of the provincial ‘Ecological Protection and High-Quality Development Plan for the Yellow River Basin’ that respectively covers six counties in Gansu and 13 counties in Shandong.,0.8626786145296964
The Reform Plan for Delineating the Functions and Expenditure Responsibility between the Central Government and Provinces regarding Ecology and Environment Protection (Guo Ban Fa  No13).,0.7967961051247336
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) estimated budget to be allocated for the Program in each of the two provinces during the Program implementation period from Fiscal Year 2024 to 2029 would be US$507 million in Gansu and US$904 million in Shandong.,0.866310639814897
"These funds were mostly used for RA2, making up about 44 percent in Gansu and 43 percent in Shandong, followed by RA3 (40 percent in Gansu and 40 percent in Shandong).",0.6487580646168102
"Funding sources of these expenditures are from multiple sectors, including water, agriculture, environment, and natural resources (seethe separate Technical Assessment Report for details on Program financing).",0.8521849892356179
"Most funds are sourced from both central and provincial governments, with over 65 percent coming from the central government.",0.8054562481966886
The major activities of the Program are economically justified by either cost benefit analysis (CBA) or cost effectiveness analysis (CEA).,0.34684046831997956
"Forestry activities have adopted CBA, while wastewater treatment and wetland improvement activities have adopted CEA (as the benefits are difficult to quantify).",0.5167648575522683
"The assessment compared a ‘no Program’ scenario to a scenario of a government program that includes World Bank support.20 For forest activities, the Program economic rates of return (ERRs) with and without GHG emission reduction are estimated at 13 percent and 16 percent, respectively, i.e., significantly above the discount rate of six percent.21 Detailed comparisons of alternatives and selected options for the rehabilitation of waste water treatment plants and sewage collection systems, as well as wetland improvement, will be conducted when the feasibility study reports are prepared for location specific interventions by the county development and reform committees.",0.7876791520552202
Improved land management activities will follow the established national and local technical standards for quality assurance and cost controls.22 50.,0.8753117648037997
GHG reduction accounting.,0.846548774025657
"In line with the DLIs’ contributions to climate change mitigation and adaptation (see Table 4), the reduction in GHG emissions over the 30-year Program life (including five years of implementation) was estimated primarily from the quantifiable emissions benefits of 8.41 million tonnes CO2e emission reduction from improved forest cover of 52,245 ha (DLI 3).",0.7784838242964311
"In all, the Program is expected to realize a GHG emission reduction of 8.41 million tonnes of CO2e over its lifetime.",0.6550759402188387
"This, however, represents only a subset of the total amount of the expected GHG emission reduction benefits attributable to the Program.",0.7078123959628019
"20 This approach is used because, under a PforR, Government and World Bank funds are combined to achieve results, with virtually no distinction at the activity level between World Bank-financed and Government-financed achievements.",0.4859868829900568
21 The discount rate of 6 percent is recommended for investments with long-term unquantified social and environmental benefits.,0.7856474789706144
Technical Note on Discounting Costs and Benefits in Economic Analysis of World Bank Projects; and NDRC.,0.9043906818736683
"China Planning Press, Beijing 22 Including, among others, code for soil and water conservation engineering design (GB-51018-2014), technical specification for soil and water conservation (GB/T16453-2008), and completion acceptance standards for integrated soil and water conservation (GB/T15773-2008）.",0.8656326640735973
" The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) The potential to scale up these numbers is large, when the Program methods are implemented elsewhere in the two provinces and in YRB.",0.8471716100519354
"The integrated assessment of fiduciary systems - procurement, financial management (FM) and governance systems of Gansu and Shandong Provinces concluded that, subject to the agreed actions to strengthen the Program fiduciary systems as reflected in the PAP and other proposed mitigation measures being implemented, the Program’s fiduciary risk is Moderate and the Program fiduciary systems would provide reasonable assurance that the Program’s financing proceeds will be used for intended purposes, with due attention to the principles of economy, efficiency, effectiveness, transparency, and accountability.",0.902519399469549
Financial Management (FM) Overview.,0.797938346862793
"The Government Accounting Standards, approved in 2017 and implemented from 2019, set the accounting and reporting standards for all government budget units in China, and constitute the public financial management (PFM) system with various fiscal and financial related decrees, regulations, standards, and procedures.",0.8513215671886097
"The proposed mitigation measures include: (a) a Program expenditure payment plan will be prepared on a monthly basis, so that the treasury account can better manage its cash flow; (b) tailored Program financial statements have been developed and agreed upon for the Program in a format and content acceptable to the Bank and the Government; (c) audit of Program financial statements will be required to be conducted on an annual basis based on tailored audit Terms of Reference that will be developed and agreed between the Bank and government audit offices; and (d) appropriate institutional arrangements have been established for the Program’s coordination and management with clear roles and responsibilities.",0.5455052202398126
"Procurement under the Program will follow the Tendering and Bidding Law (TBL) and the Government Procurement Law (GPL), as well as relevant implementation regulations.",0.3771605058149858
"Local public resources’ transaction centers will provide a venue, system and expert pool to carry out procurement.",0.3473387198014693
"The Program does not include activities with either significant environmental and social impacts or those with a contract value at or above US$115 million for works / supply & installation of plants / Pubic-Private-Partnerships, and US$75 million for goods / information technology / non-consulting services, and US$30 million for consultant services.",0.1955378922549161
The following mitigation measures have been proposed in this regard:  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) (a) the Provincial PMO shall issue a high-level official letter or official instruction on Program loan effectiveness requiring that all Program implementation agencies ensure that no contract is awarded to ineligible firms or individuals; (b) Procurement staff at the Provincial PMOs should check the latest lists of the debarred and temporarily suspended firms and individuals on a regular basis; and (c) the TOR for the annual external audit shall include the task of randomly selecting contracts and assessing whether they have been awarded to an ineligible firm or individual.,0.8268456892533735
• Incorporate the World Bank’s list of debarred and temporarily suspended firms / individuals in the filter used by procuring entities under the Program as part of their due diligence before contract award.,0.3544477115977894
An Environmental and Social Systems Assessment (ESSA) was conducted to assess environmental and social (E&S) risks and the existing management systems applied to the Program (see the ESSA report).,0.6227820136330344
"In general, the Program is expected to bring significant E&S benefits by: restoring forestry, grassland, and riparian ecosystems; controlling soil erosion; reducing sewage discharge; and reducing pollution impacts to river water quality in selected areas of the Yellow River Basin in Shandong and Gansu provinces.",0.7926241267811168
"Based on the ESSA, excluded activities are those that may: (a) involve new or significant expansion of large-scale infrastructure; (b) involve significant conversion or degradation of critical natural habitats; (c) lead to significant adverse impacts on the health or safety of people or ecosystems; (d) result in significant negative changes to water quality or availability; (e) involve the acquisition of basic farmland; (f) involve changes of land use not compliant with national and local terrestrial and spatial planning; (g) result in large-  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) scale land acquisition, resettlement, or access restrictions to land, water and/or natural resources that affect livelihoods; (h) require land acquisition, resettlement, or changes in land use (including through restoration) that lead to forced eviction; (i) relocate ethnic minorities from their traditional ownership or customary use or occupation of land and natural resources, or cause significant impact on the cultural heritage of ethnic minorities; (j) entail significant legacy E&S issues; (k) involve complicated potential secondary pollution; (l) involve complicated pollution issues; (m) use chemicals to treat land with soil salinity; and (n) lead to any other potentially significant E&S impacts requiring the development of an Environmental Impact Assessment (EIA) report under China’s existing legislation.",0.6454795490611683
"The Program will support both physical infrastructure and technical assistance activities and is designed to secure broadly positive E&S effects, addressing water scarcity, water pollution and ecosystem degradation.",0.8756084442138672
"These E&S risks and impacts will be managed under existing and generally well-performing national, provincial, and local E&S management systems (see the ESSA report).",0.7730353962291371
"Some ecological rehabilitation activities are planned within existing nature reserves/ecological redline zones, i.e., those areas with officially recognized biodiversity importance.",0.674209941517223
"Though designed to protect and conserve local biodiversity and habitats in compliance with existing planning and regulatory requirements, these activities will require the adoption of a precautionary approach and the application of adaptive mitigation and management measures during implementation.",0.7512827786532316
"Neither OP/BP 7.50 Projects on International Waterways, nor OP/BP 7.60 Projects in Disputed Areas, will be triggered.",0.3998993093317205
"The ESSA concludes that China has established comprehensive systems to manage the Program-related E&S impacts/risks at the national, provincial, and local levels.",0.7803632562810724
"The performance of the E&S systems associated with the Program is found to be satisfactory in general, with sound regulatory frameworks, management procedures, and institutional arrangements in place for E&S management covering EIA, social stability risk assessment (SSRA), pollution prevention and control, conservation of natural resources, land acquisition and resettlement, management of labor and working conditions, and community health and safety.",0.8578909960660067
"The system provides a good basis for addressing the potential E&S issues, including adequately addressing risks from climate hazards.",0.23187906091863458
The planning and implementation of TA activities in the existing regulatory framework lack consideration of potential downstream E&S risks/impacts of risks.,0.8303128155795011
The ESSA recommends that the Program be taken as an opportunity to enhance E&S management capacity and efficiency in Gansu and Shandong.,0.7819557189941406
"This will be achieved by implementing the Program Action Plan, including: (a) to clearly document social risk management processes and measures in key Program documents (e.g., feasibility studies, design documents, and social stability risk assessment reports); (b) to develop and implement an environmental and social operational manual to clarify environmental and social management responsibilities and procedures for cross-departmental collaboration.",0.7601672952825372
"; and (c) to incorporate E&S considerations in non-physical activities  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) to avoid/mitigate potential downstream E&S impacts/risks associated with the planning and implementation of the targeted deliverables (e.g., the integrated landscape plans).",0.8773271387273615
"Since December 2022, relevant government authorities at provincial/city/county/district levels and local communities/villagers from the two provinces have been consulted in face-to-face meetings, through field visits, and online interviews to understand the Program- related E&S issues and the management practice, particularly in the counties of Huining, Tongwei, and Gangu in Gansu, and Hekou, Zouping, and Dong’e in Shandong.",0.8095224553888495
"To mitigate the aforementioned risk, these entities will: (a) strengthen cross-sector coordination; (b) ensure that water availability and water impacts downstream are considered for restoration efforts; and (c) monitor the execution of the implementation plans for integrated landscape management for ecosystem restoration and protection in the selected sub-basins.The Program will also use results-based financing to incentivize agencies to develop integrated and cross- sectoral plans within the Program areas, as well as through developing and implementing technical guidelines at the provincial level and establishing cross-sectoral institutional arrangements for Program implementation.",0.8742428692904386
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) 69.,0.443749644539573
"To mitigate this risk, the following measures are being incorporated in the proposed PforR: (a) design and selection of DLIs that target priority outcomes which are relatively simple and easy to measure and verify; (b) previous and forthcoming training on the PforR instrument to provincial and local government officials, including training on DLI verification and loan disbursement, environmental and social risk management, and fiduciary risk management; and (c) Program management teams at the provincial and county levels staffed with qualified technical experts to support the design, implementation, and supervision of the Program.",0.8579764799638228
"With the exclusion of activities that may cause significant adverse E&S impacts, the Program will still involve a large number of different kinds of activities over a large portion of two provinces, and some ecological rehabilitation activities are planned within the areas with officially recognized biodiversity importance that require careful management during implementation.",0.3944318944757635
"The Program’s support for cross- sector coordination for ecosystem restoration and protection raises the risk for overall stakeholder engagement, as it would require extensive consultation and consensus building among diverse institutional actors at different levels and branches of government.",0.8193930712613192
"The Program mitigates such risks by establishing a participatory PPMO comprised of representatives from the relevant sector departments at the provincial level, who provide technical supervision and guidance to local technical agencies.",0.720267729325728
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) ANNEX 1.,0.81458195773038
RESULTS FRAMEWORK MATRIX Results Framework COUNTRY: China China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) Program Development Objective(s) Program Development Objective is to improve land and water resource management and restore degraded ecosystems in selected areas in the Yellow River Basin in Gansu Province and Shandong Province.,0.8521492697975852
"Program Development Objective Indicators by Objectives/Outcomes RESULT_FRAME_TBL_ PD O Indicator Name DLI Baseline Intermediate Targets End Target 1 2 3 4 5 PDO Indicators Land area under sustainable landscape DLI 1, 0.00 1,230.00 1,310.00 1,330.00 1,290.00 1,217.00 6,377.00 management practices (CRI, 6 Hectare(Ha)) Reduced Pollutant loads (COD) entering rivers 0.00 866.00 4,123.00 7,808.00 7,958.00 9,665.00 9,665.00 (Tons/year) Hectares of terrestrial and aquatic areas under 0.00 20,358.00 27,163.00 17,013.00 11,521.00 267.00 57,482.00 enhanced conservation and management (Hectare(Ha))  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) RESULT_FRAME_TBL_ PD O Indicator Name DLI Baseline Intermediate Targets End Target 1 2 3 4 5 Areas of wetlands in priority river basin DLI 2, 0.00 5,208.00 5,208.00 5,207.00 5,207.00 7.00 5,237.00 locations restored, 7 annual (Hectare(Ha)) Areas of forests in priority river basin DLI 3, 0.00 15,150.00 21,955.00 11,806.00 6,574.00 0.00 52,245.00 locations restored, 8 annual (Hectare(Ha)) Sequestered CO2eq due to ecosystem restoration 0.00 280,333.00 280,333.00 280,333.00 280,333.00 280,333.00 1,401,665.00 (Tons/year) Gansu and Shandong Gansu and Shandong Six implementation Provinces approve (through DWR for plans in implementation plans Gansu; DNR for demonstration sub Number of technical for integrated Shandong) approve basins (three in documents for integrated landscape technical guidelines Gansu and three in landscape planning and DLI 5, management for for integrated No N/A N/A N/A Shandong) and two decision making for 9 ecosystem protection landscape planning provincial technical ecosystem restoration and and restoration for for ecosystem guidelines (one in protection approved (Text) six demonstration protection and Gansu and one in sub-basins (three in restoration in river Shandong) are each province, basins at the issued.",0.8489587957208807
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) .,0.8210056478326971
"Intermediate Results Indicator by Results Areas RESULT_FRAME_TBL_ IO Indicator Name DLI Baseline Intermediate Targets End Target 1 2 3 4 5 Implement sustainable land and water management practices Areas of improved forest management, annual 0.00 13,500.00 18,500.00 16,500.00 11,500.00 8,933.00 72,706.00 (Hectare(Ha)) Number of township wastewater treatment 0.00 2.00 0.00 1.00 0.00 0.00 3.00 plants upgraded or built (Number) Number of rural villages newly covered with rural 0.00 12.00 12.00 12.00 0.00 0.00 36.00 wastewater network (Number) Restore degraded ecosystems Length of river channels in priority river basin DLI 4 0.00 34.00 66.00 40.00 28.00 16.00 184.00 segments restored, annual (Kilometers) Areas of grasslands and other types of ecosystems 0.00 7,300.00 7,300.00 7,300.00 7,300.00 7,300.00 36,500.00 restored, annual (Hectare(Ha)) Increased biodiversity monitored in selected 0.00 0.00 0.00 10.00 10.00 20.00 20.00 program areas (Percentage) Strengthen the capacity of integrated land and WRM for ecosystem restoration and protection  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) RESULT_FRAME_TBL_ IO Indicator Name DLI Baseline Intermediate Targets End Target 1 2 3 4 5 Established number of ecosystem health monitoring and evaluation 0.00 0.00 0.00 2.00 2.00 2.00 6.00 system pilots, annual (Number) Number of participants completing training and capacity building activities 0.00 4,000.00 4,000.00 3,500.00 3,500.00 3,300.00 18,300.00 implemented at provincial, municipal and county levels (person times) (Number) Of which are female participants (person 0.00 1,200.00 1,200.00 1,050.00 1,050.00 1,050.00 5,490.00 times) (Number) Women in leadership positions in ecosystem protection and restoration (proportion of women in 10.00 10.00 10.00 15.00 15.00 20.00 20.00 both official and civil forest chiefs at the county level and below) (Percentage) .",0.9603828083385121
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) .,0.8210056478326971
"Monitoring & Evaluation Plan: PDO Indicators Methodology for Data Responsibility for Data Indicator Name Definition/Description Frequency Datasource Collection Collection The indicator measures, in hectares, the land area for Monitors (a) annual which new and/or newly added land areas improved sustainable with soil and water landscape management conservation measures practices have been implemented which introduced.",0.892135273326527
"vegetative, structural, and  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) management measures that, applied as a combination, increase the connectivity between protected areas, forest land, rangeland, and agriculture land.",0.8418512344360352
"For upgraded and newly Monitors COD load built WWTPs, pollution reduction through reduction will be improving rural measured according to PPMO, Provincial wastewater management, Semi-annual the water quality Ecology and Reduced Pollutant loads (COD) entering including upgrading and Semi Program monitoring records of Environment rivers constructing municipal annual Progress WWTP influent and Department and wastewater treatment Report effluent.",0.8847626772793856
"Those Program Counties plants, improving the monitoring records coverage of rural can be verified at wastewater networks.",0.31531286239624023
Monitors the total areas of Survey with the results restored critical wetland verified by TPVA.,0.33339862389998004
"Details Areas of wetlands in priority river Semi Verification Provincial and county ha) where interventions of methodologies and basin locations restored, annual annual Report PMOs are carried out on an verification processes annual basis to restore are in a separate  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) degraded habitats, i.e., for verification protocol waterbirds and other taxa table.",0.6853857907381925
Locations for wetland restoration that are critical to river basin ecosystem health have been identified by the Technical Assessment.,0.6993983008644797
"While annual targets for Gansu are incremental, in Shandong, 5,200 hectares of wetlands will be restored over a consecutive period of four years from Year 1 to Year 4 as required to completely remove Spartina as an invasive species.",0.8633103804154829
"During each year of this period, the same wetland area of 5,200 hectares will need to verified to ensure that they meet the restoration targets (i.e., absence of Spartina and other targets according to the technical standards).",0.8508541800759055
"Details locations restored, annual annual Report PMOs ecosystems restored, of methodologies and  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) including three types of verification processes interventions: (a) mixed and technical standards species plantations and requirements are established, (b) degraded presented in a separate and monoculture forests verification protocol restored to mixed species table.",0.776394323869185
Areas for forest restoration are identified by Technical Assessment that are critical to river basin ecosystem health.,0.7526695078069513
Monitors greenhouse gas emission reduction through carbon sequestration by newly added and restored forest ecosystems during The carbon the project implementation sequestration model period.,0.8161354064941406
Restored forests Semi-annual developed by FAO and a ecosystems under this Sequestered CO2eq due to ecosystem Semi Program 30-year project life cycle Provincial and county Program are expected to restoration annual Progress can be used to estimate PMOs sequester 8.41 million tons Report the carbon dioxide of CO2eq through the equivalent of the project Program's 30-year life time to be sequestered.,0.8369081670587714
"(including 5 years of implementation period), equalling to 280,333 tons of CO2eq sequestrated per year.",0.8543373454700817
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) This DLI addresses challenges of institutional strengthening and cross- sector collaboration by incentivizing integrated planning process upscaling from demonstration sub- basin level to provincial level adopting a landscape Official documents (sub- approach for ecosystem basin level integrated restoration and protection plans and provincial at river basins: (a) Gansu guidelines) are approved and Shandong provinces and are made available develop the to the verification Number of technical documents for implementation plans for agency.,0.8854788866910067
"All these integrated landscape planning and Verification Provincial and County integrated landscape Annual documents will need to decision making for ecosystem Report PMOs management for be acceptable to the restoration and protection approved ecosystem restoration and World Bank and hence protection for three they should have selected sub-basins, previously been respectively.",0.856277812610973
"restoration and protection based on a consumption- based water balance and water quality analyses, considering institutions, gender, and future climate change impacts; and (b) Provincial governments  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) (through DWR in Gansu and DNR in Shandong) issue technical guidelines on how to prepare integrated landscape plans for ecosystem restoration and protection at the river basin level, based on the experience from the demonstration sub-basins.",0.8386801806363192
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) .,0.8210056478326971
"Monitoring & Evaluation Plan: Intermediate Results Indicators Methodology for Data Responsibility for Data Indicator Name Definition/Description Frequency Datasource Collection Collection Monitors the areas of improved forest Semi-annual Data can be obtained PPMO, Provincial Areas of improved forest management, management (fire and pest Semi Program from inventory data at Forestry Department annual prevention and control, annual Progress local forestry bureaus and Program Counties among others) Report interventions applied.",0.7807875546542081
Monitors both upgraded and newly built township wastewater treatment plants in Program municipalities and counties.,0.34040093421936035
"Number of wastewater treatment plants with effluent Data will be obtained discharge standard Semi-annual from program progress Number of township wastewater upgraded from Class 1A; Semi Program PPMO and Program report and verified by treatment plants upgraded or built treatment capacity of annual Progress Counties official records from newly built wastewater Report relevant departments treatment plants cannot exceed 50,000 tons per day.",0.7957605882124468
Climate-resilient designs will be incorporated in constructing or upgrading wastewater treatment plants.,0.6473262960260565
"Number of rural villages newly covered Number of rural villages Semi- Semi-annual Data will be obtained PPMO and Program  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) with rural wastewater network newly covered with rural annual Program from program progress Counties wastewater network Progress report and verified by through network expansion Report official records from by Program activities relevant departments Monitors the length of river ecology restoration, including river channel restoration and riparian Survey with the results ecological restoration in verified by TPVA.",0.7461355382745917
"Restored rivers of methodologies, should follow national and verification processes, advanced local technical Length of river channels in priority river Semi Verification applicable technical PPMO and Program standards and specific basin segments restored, annual annual report standards and Counties additions detailed in the requirements are verification protocol, presented in a separate restoring river’s natural verification protocol shape and banks, using table.",0.846304633400657
"Data can be obtained Monitors the area of Semi-annual from natural resource PPMO, Provincial Areas of grasslands and other types of protection and restoration Semi Program department and Natural Resources ecosystems restored, annual of grassland and other annual Progress combined with satellite Department and types of ecosystems Report data and Program Counties groundtruthing.",0.4363448836586692
"Monitors the increased Semi-annual According to eDNA PPMO, Provincial Increased biodiversity monitored in number of species Semi Program method conducted by a Natural Resources selected program areas (including birds, plants and annual Progress technical consultant and Departments, Provincial benthons) within selected Report traditional monitoring Ecology and  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) sample program areas as methods by natural Environment monitored by eDNA and resources and/or Departments other traditional Ecology and technologies as proposed Environment agencies in Program Implementation Plan.",0.5024752616882324
Monitors ecosystem health and pilots evaluation systems in selected areas (one in each program municipality).,0.29687135869806464
"Municipal pilots are established Semi-annual Official documents on PPMO, Provincial Established number of ecosystem health according to the below Semi Program the four criteria are Natural Resources monitoring and evaluation system pilots, four criteria: Workforce or annual Progress available to the World Department and annual staffing designated; Report Bank Program Counties financial resources allocated; technical guidelines issued; infrastructure, e.g.",0.4800665595314719
"These training and Report levels activities are on topics including (a) ecosystem services assessment and  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) ecosystem restoration, water balance assessment, water pollution modelling and management, climate change mitigation and adaptation, gender inclusion etc.",0.7834150140935724
"and (b) Program management (Fiduciary, Environment & Social management).",0.8195991516113281
"These training and activities are on topics Training and activity including (a) ecosystem Semi annual completion reports of Of which are female participants services assessment and Semi Program Provincial, Municipal PMOs at county, (person times) ecosystem restoration, annual Progress and County PMOs municipal and provincial water balance assessment, Report levels water pollution modelling and management, climate change mitigation and adaptation, gender inclusion etc.",0.5772716348821466
"and (b) Program management (Fiduciary, Environment & Social management).",0.8195991516113281
" The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) Proportion of women as Forest, Grassland and Wetland Chiefs (including Data can be obtained Women in leadership positions in official chiefs and civil Semi-annual from the list of Forest, PPMO, Provincial ecosystem protection and restoration chiefs) in Program counties Semi Program Grassland and Wetland Natural Resources (proportion of women in both official and and below.",0.5462162711403586
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) .,0.8210056478326971
"Land area under sustainable landscape management practices (CRI, Ha), annual (Gansu) Type of DLI Scalability Unit of Measure Total Allocated Amount (USD) As % of Total Financing Amount Intermediate Outcome Yes Hectare(Ha) 45,220,000.00 15.00 Period Value Allocated Amount (USD) Formula Baseline 0.00 2024 1,190.00 9,044,000.00 US$7,600 per hectare of land area implementing soil and water conservation measures 2025 1,190.00 9,044,000.00 US$7,600 per hectare of land area implementing soil and water conservation measures 2026 1,190.00 9,044,000.00 US$7,600 per hectare of land area implementing soil and water conservation measures 2027 1,190.00 9,044,000.00 US$7,600 per hectare of land area implementing soil and water conservation measures 2028 1,190.00 9,044,000.00 US$7,600 per hectare of land area  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) implementing soil and water conservation measures DLI_TBL_MATRI X DLI 2 2a.",0.8818876093084161
